CG,log2k,Structural,log2k_x_S,logFreq,char_id
0.04202201772563008,1.0,0,0.0,-9.842381062944034,P
-0.652916065512696,1.584962500721156,0,0.0,-9.842381062944034,P
-0.9989867427404855,2.0,0,0.0,-9.842381062944034,P
-1.1668426866499697,2.321928094887362,0,0.0,-9.842381062944034,P
-1.2357594804040026,2.584962500721156,0,0.0,-9.842381062944034,P
-1.2633831277550938,2.807354922057604,0,0.0,-9.842381062944034,P
0.0035259876476754215,1.0,0,0.0,-4.049302982562534,t
-0.681219203627319,1.584962500721156,0,0.0,-4.049302982562534,t
-1.5899316320919015,2.0,0,0.0,-4.049302982562534,t
-2.280888332132185,2.321928094887362,0,0.0,-4.049302982562534,t
-2.7595015405500734,2.584962500721156,0,0.0,-4.049302982562534,t
-3.027772026838128,2.807354922057604,0,0.0,-4.049302982562534,t
0.0,1.0,0,0.0,-12.436276688435198,Z
0.0,1.584962500721156,0,0.0,-12.436276688435198,Z
-0.030576732114291794,1.0,0,0.0,-8.19544092304627,C
-0.5380006074534442,1.584962500721156,0,0.0,-8.19544092304627,C
-0.14537327769963326,1.0,0,0.0,-8.373803109105829,U
-0.15270503415391712,1.0,1,1.0,-6.8075538021856286,:
-0.5074123651324651,1.584962500721156,1,1.584962500721156,-6.8075538021856286,:
-0.19837646573470824,1.0,0,0.0,-7.500992654050854,E
-0.582467454747877,1.584962500721156,0,0.0,-7.500992654050854,E
-1.1925526899951802,2.0,0,0.0,-7.500992654050854,E
-1.4239762899987802,2.321928094887362,0,0.0,-7.500992654050854,E
-0.20760033252744403,1.0,0,0.0,-5.14034380208078,d
-0.9278487169661229,1.584962500721156,0,0.0,-5.14034380208078,d
-1.7719787974278889,2.0,0,0.0,-5.14034380208078,d
-2.464920481072853,2.321928094887362,0,0.0,-5.14034380208078,d
-2.8609581116380403,2.584962500721156,0,0.0,-5.14034380208078,d
-3.0532867418812044,2.807354922057604,0,0.0,-5.14034380208078,d
-0.30227703477210177,1.0,0,0.0,-7.821018325826256,O
-0.4365408290724879,1.584962500721156,0,0.0,-7.821018325826256,O
-0.31309200043626273,1.0,0,0.0,-7.798886772119017,R
-0.655405049394715,1.584962500721156,0,0.0,-7.798886772119017,R
-1.206632846293389,2.0,0,0.0,-7.798886772119017,R
-1.3525358605025755,2.321928094887362,0,0.0,-7.798886772119017,R
-0.33445434655191075,1.0,0,0.0,-5.775848879563295,y
-1.5360237036250917,1.584962500721156,0,0.0,-5.775848879563295,y
-2.4253901410012455,2.0,0,0.0,-5.775848879563295,y
-3.0642513990817575,2.321928094887362,0,0.0,-5.775848879563295,y
-3.507616002306727,2.584962500721156,0,0.0,-5.775848879563295,y
-3.75154051249842,2.807354922057604,0,0.0,-5.775848879563295,y
-0.33688981127496476,1.0,0,0.0,-4.424806329962942,h
-1.0590270897033687,1.584962500721156,0,0.0,-4.424806329962942,h
-1.9427859962840097,2.0,0,0.0,-4.424806329962942,h
-2.7282162819734195,2.321928094887362,0,0.0,-4.424806329962942,h
-3.233392053792067,2.584962500721156,0,0.0,-4.424806329962942,h
-3.54909924010967,2.807354922057604,0,0.0,-4.424806329962942,h
-0.36640383042251035,1.0,0,0.0,-7.878069910255578,N
-0.665699509845842,1.584962500721156,0,0.0,-7.878069910255578,N
-0.3984536354031478,1.0,0,0.0,-4.506163806731003,r
-1.391231554551287,1.584962500721156,0,0.0,-4.506163806731003,r
-2.3413599632742335,2.0,0,0.0,-4.506163806731003,r
-2.9554597558295574,2.321928094887362,0,0.0,-4.506163806731003,r
-3.3696629188953446,2.584962500721156,0,0.0,-4.506163806731003,r
-3.620913812837599,2.807354922057604,0,0.0,-4.506163806731003,r
-0.43183215190803104,1.0,0,0.0,-7.162177118638451,v
-1.9027076579875981,1.584962500721156,0,0.0,-7.162177118638451,v
-2.9033027038868653,2.0,0,0.0,-7.162177118638451,v
-3.6305146817322864,2.321928094887362,0,0.0,-7.162177118638451,v
-4.104222878722394,2.584962500721156,0,0.0,-7.162177118638451,v
-4.390827352734771,2.807354922057604,0,0.0,-7.162177118638451,v
-0.43884576697009336,1.0,0,0.0,-5.050909964915099,l
-1.2381596596496491,1.584962500721156,0,0.0,-5.050909964915099,l
-2.156037710187948,2.0,0,0.0,-5.050909964915099,l
-2.9089027754996666,2.321928094887362,0,0.0,-5.050909964915099,l
-3.3193942935088137,2.584962500721156,0,0.0,-5.050909964915099,l
-3.5564635776378752,2.807354922057604,0,0.0,-5.050909964915099,l
-0.4839763820968015,1.0,0,0.0,-7.294248932770205,k
-1.5396468757171977,1.584962500721156,0,0.0,-7.294248932770205,k
-2.39656945857279,2.0,0,0.0,-7.294248932770205,k
-3.025520496801219,2.321928094887362,0,0.0,-7.294248932770205,k
-3.346178378909835,2.584962500721156,0,0.0,-7.294248932770205,k
-3.5621278725588983,2.807354922057604,0,0.0,-7.294248932770205,k
-0.4923359030543981,1.0,0,0.0,-11.528788827224735,z
-1.0641234807032207,1.584962500721156,0,0.0,-11.528788827224735,z
-1.4813849524835057,2.0,0,0.0,-11.528788827224735,z
-1.6931029079219186,2.321928094887362,0,0.0,-11.528788827224735,z
-0.4959446213335843,1.0,0,0.0,-8.757364949181706,G
-1.86829239431541,1.584962500721156,0,0.0,-8.757364949181706,G
-2.6076023692797827,2.0,0,0.0,-8.757364949181706,G
-2.835598767800138,2.321928094887362,0,0.0,-8.757364949181706,G
-2.937189514910643,2.584962500721156,0,0.0,-8.757364949181706,G
-2.9642309129369346,2.807354922057604,0,0.0,-8.757364949181706,G
-0.5029540455077255,1.0,0,0.0,-4.514491180294134,n
-1.2199028354374875,1.584962500721156,0,0.0,-4.514491180294134,n
-2.1297583574670593,2.0,0,0.0,-4.514491180294134,n
-2.708192180102273,2.321928094887362,0,0.0,-4.514491180294134,n
-3.09985194437807,2.584962500721156,0,0.0,-4.514491180294134,n
-3.297361978852269,2.807354922057604,0,0.0,-4.514491180294134,n
-0.5457905851710256,1.0,0,0.0,-7.92798977845287,S
-1.0026342422047314,1.584962500721156,0,0.0,-7.92798977845287,S
-0.5503273469063643,1.0,0,0.0,-4.482080378048322,s
-1.493221662524487,1.584962500721156,0,0.0,-4.482080378048322,s
-2.305364842656582,2.0,0,0.0,-4.482080378048322,s
-2.8675780522957517,2.321928094887362,0,0.0,-4.482080378048322,s
-3.2332516076809785,2.584962500721156,0,0.0,-4.482080378048322,s
-3.4650002149526298,2.807354922057604,0,0.0,-4.482080378048322,s
-0.5930935681813505,1.0,0,0.0,-10.74482575352136,j
-1.4667644175972399,1.584962500721156,0,0.0,-10.74482575352136,j
-2.043045943348,2.0,0,0.0,-10.74482575352136,j
-2.4366673168632573,2.321928094887362,0,0.0,-10.74482575352136,j
-2.506771987202498,2.584962500721156,0,0.0,-10.74482575352136,j
-2.5933088522754684,2.807354922057604,0,0.0,-10.74482575352136,j
-0.6022746351989721,1.0,0,0.0,-3.5495198022917203,e
-1.420023923985231,1.584962500721156,0,0.0,-3.5495198022917203,e
-2.1955737993651727,2.0,0,0.0,-3.5495198022917203,e
-2.8414956717610327,2.321928094887362,0,0.0,-3.5495198022917203,e
-3.2757438974937987,2.584962500721156,0,0.0,-3.5495198022917203,e
-3.5608390729389736,2.807354922057604,0,0.0,-3.5495198022917203,e
-0.6267714593467977,1.0,1,1.0,-5.818278857237655,","
-1.7787455512104398,1.584962500721156,1,1.584962500721156,-5.818278857237655,","
-2.6503073578405,2.0,1,2.0,-5.818278857237655,","
-3.372378555513283,2.321928094887362,1,2.321928094887362,-5.818278857237655,","
-3.7499828395473482,2.584962500721156,1,2.584962500721156,-5.818278857237655,","
-3.924515430608997,2.807354922057604,1,2.807354922057604,-5.818278857237655,","
-0.630014009836759,1.0,0,0.0,-5.988295090541438,w
-1.5642923334751382,1.584962500721156,0,0.0,-5.988295090541438,w
-2.3736763381318173,2.0,0,0.0,-5.988295090541438,w
-2.9601261352923327,2.321928094887362,0,0.0,-5.988295090541438,w
-3.284333881307157,2.584962500721156,0,0.0,-5.988295090541438,w
-3.4481731019608546,2.807354922057604,0,0.0,-5.988295090541438,w
-0.6388113159916582,1.0,0,0.0,-6.148119919732066,c
-1.6249534710259343,1.584962500721156,0,0.0,-6.148119919732066,c
