CG,log2k,Structural,log2k_x_S,logFreq,char_id
0.3433804954639017,1.0,0,0.0,-5.674425470378828,f
0.013422194937836807,1.584962500721156,0,0.0,-5.674425470378828,f
0.41739878390654983,2.0,0,0.0,-5.674425470378828,f
0.9137915147393185,2.321928094887362,0,0.0,-5.674425470378828,f
0.3513733746504064,2.584962500721156,0,0.0,-5.674425470378828,f
0.04439150056476571,2.807354922057604,0,0.0,-5.674425470378828,f
0.003813701764810773,3.0,0,0.0,-5.674425470378828,f
-0.14898078694139638,3.169925001442312,0,0.0,-5.674425470378828,f
-2.635316516172238,3.321928094887362,0,0.0,-5.674425470378828,f
0.4044656799443578,1.0,1,1.0,-12.455785183903487,@
0.7200188222991732,1.584962500721156,1,1.584962500721156,-12.455785183903487,@
0.6372843823615062,2.0,1,2.0,-12.455785183903487,@
0.5749180697293514,2.321928094887362,1,2.321928094887362,-12.455785183903487,@
-0.766952518599199,2.584962500721156,1,2.584962500721156,-12.455785183903487,@
-1.583821352104291,2.807354922057604,1,2.807354922057604,-12.455785183903487,@
-1.7225497588026144,3.0,1,3.0,-12.455785183903487,@
-1.789461581151098,3.169925001442312,1,3.169925001442312,-12.455785183903487,@
-2.2223165425600424,3.321928094887362,1,3.321928094887362,-12.455785183903487,@
0.15238256486720747,1.0,0,0.0,-4.6362263104329635,s
-0.21156759609291065,1.584962500721156,0,0.0,-4.6362263104329635,s
-0.5949488990915306,2.0,0,0.0,-4.6362263104329635,s
-0.8634316565646456,2.321928094887362,0,0.0,-4.6362263104329635,s
-1.0214570644950225,2.584962500721156,0,0.0,-4.6362263104329635,s
-1.356431302368466,2.807354922057604,0,0.0,-4.6362263104329635,s
-1.3342404208448349,3.0,0,0.0,-4.6362263104329635,s
-1.520474656526722,3.169925001442312,0,0.0,-4.6362263104329635,s
-3.095658233750469,3.321928094887362,0,0.0,-4.6362263104329635,s
0.1421287794340369,1.0,0,0.0,-6.372481408280646,h
-0.32365962801794357,1.584962500721156,0,0.0,-6.372481408280646,h
-0.9975322802030924,2.0,0,0.0,-6.372481408280646,h
-1.2156207978374214,2.321928094887362,0,0.0,-6.372481408280646,h
-1.4519412001567842,2.584962500721156,0,0.0,-6.372481408280646,h
-1.6038659733114544,2.807354922057604,0,0.0,-6.372481408280646,h
-1.7545277256731628,3.0,0,0.0,-6.372481408280646,h
0.09177852820732912,1.0,0,0.0,-5.750386157274577,c
-0.5239180440321087,1.584962500721156,0,0.0,-5.750386157274577,c
-0.9774592348254867,2.0,0,0.0,-5.750386157274577,c
-1.3530259943465506,2.321928094887362,0,0.0,-5.750386157274577,c
-1.7371069403035726,2.584962500721156,0,0.0,-5.750386157274577,c
-1.9449413840309369,2.807354922057604,0,0.0,-5.750386157274577,c
-2.0871452731163274,3.0,0,0.0,-5.750386157274577,c
-2.2716605772660365,3.169925001442312,0,0.0,-5.750386157274577,c
0.07495308471042073,1.0,0,0.0,-6.09479326895878,u
-0.7944000712763408,1.584962500721156,0,0.0,-6.09479326895878,u
-1.2233030336562383,2.0,0,0.0,-6.09479326895878,u
-1.3065477939037162,2.321928094887362,0,0.0,-6.09479326895878,u
-1.1448912532531814,2.584962500721156,0,0.0,-6.09479326895878,u
-1.7242202138557978,2.807354922057604,0,0.0,-6.09479326895878,u
-1.86431563375627,3.0,0,0.0,-6.09479326895878,u
-2.3521801664808297,3.169925001442312,0,0.0,-6.09479326895878,u
-3.9587575619399757,3.321928094887362,0,0.0,-6.09479326895878,u
0.07165825786868574,1.0,0,0.0,-6.113963529449997,m
-0.42363561330308386,1.584962500721156,0,0.0,-6.113963529449997,m
-1.2000027090105476,2.0,0,0.0,-6.113963529449997,m
-1.7050416113950444,2.321928094887362,0,0.0,-6.113963529449997,m
-2.0676597953921334,2.584962500721156,0,0.0,-6.113963529449997,m
-2.3607028754459627,2.807354922057604,0,0.0,-6.113963529449997,m
-2.59492781652599,3.0,0,0.0,-6.113963529449997,m
-2.8185637314361696,3.169925001442312,0,0.0,-6.113963529449997,m
0.0539564713030547,1.0,0,0.0,-8.127522283443053,E
-0.4748976226643711,1.584962500721156,0,0.0,-8.127522283443053,E
-0.8668134847478601,2.0,0,0.0,-8.127522283443053,E
-1.259328766655167,2.321928094887362,0,0.0,-8.127522283443053,E
-1.3913797640544612,2.584962500721156,0,0.0,-8.127522283443053,E
-1.4957291025670294,2.807354922057604,0,0.0,-8.127522283443053,E
-1.5212998458834104,3.0,0,0.0,-8.127522283443053,E
-1.6017682772738624,3.169925001442312,0,0.0,-8.127522283443053,E
-4.168448419172677,3.321928094887362,0,0.0,-8.127522283443053,E
0.010202352178918517,1.0,0,0.0,-4.809905386824909,i
-0.47671145690766625,1.584962500721156,0,0.0,-4.809905386824909,i
-0.9164997696943313,2.0,0,0.0,-4.809905386824909,i
-1.2325924950087916,2.321928094887362,0,0.0,-4.809905386824909,i
-1.5320339958319522,2.584962500721156,0,0.0,-4.809905386824909,i
-1.7700344837461142,2.807354922057604,0,0.0,-4.809905386824909,i
-1.8941821740890568,3.0,0,0.0,-4.809905386824909,i
-2.0726535582631183,3.169925001442312,0,0.0,-4.809905386824909,i
-3.488526371381692,3.321928094887362,0,0.0,-4.809905386824909,i
-0.0272280748585354,1.0,0,0.0,-4.442311063054332,t
-0.5559003180144773,1.584962500721156,0,0.0,-4.442311063054332,t
-0.7912628965731097,2.0,0,0.0,-4.442311063054332,t
