corpus,is_code,beta3,se,ci_low,ci_high,p_value,r2,n_obs,n_clusters,n_structural_clusters,k_values
nodejs_js,True,-0.32124,0.19177,-0.70275,0.06026,0.09772,0.46063,547,83,23,"[1, 2, 3, 4, 5, 6, 7, 8]"
