CG,log2k,Structural,log2k_x_S,logFreq,char_id
3.869812447613204,1.0,0,0.0,-12.229044306815789,Z
6.520645443117479,1.584962500721156,0,0.0,-12.229044306815789,Z
6.911841564235353,2.0,0,0.0,-12.229044306815789,Z
6.428231058094493,2.321928094887362,0,0.0,-12.229044306815789,Z
5.205851456533524,2.584962500721156,0,0.0,-12.229044306815789,Z
4.584968845444766,2.807354922057604,0,0.0,-12.229044306815789,Z
4.264791632700262,3.0,0,0.0,-12.229044306815789,Z
2.35190823625892,1.0,0,0.0,-14.709575105392659,Q
5.197957420902313,1.584962500721156,0,0.0,-14.709575105392659,Q
5.624359921403769,2.0,0,0.0,-14.709575105392659,Q
6.245758865583387,2.321928094887362,0,0.0,-14.709575105392659,Q
4.867710613662224,1.0,0,0.0,-12.029010575869696,K
5.1589417746038375,1.584962500721156,0,0.0,-12.029010575869696,K
5.300671625590721,2.0,0,0.0,-12.029010575869696,K
5.277579761166488,2.321928094887362,0,0.0,-12.029010575869696,K
5.374522257297522,2.584962500721156,0,0.0,-12.029010575869696,K
5.385731033697246,2.807354922057604,0,0.0,-12.029010575869696,K
5.3840244301825795,3.0,0,0.0,-12.029010575869696,K
2.7709027830860222,1.0,1,1.0,-12.181804512169078,!
4.255282249711113,1.584962500721156,1,1.584962500721156,-12.181804512169078,!
4.750798385568075,2.0,1,2.0,-12.181804512169078,!
4.838787677195658,2.321928094887362,1,2.321928094887362,-12.181804512169078,!
4.996025342954124,2.584962500721156,1,2.584962500721156,-12.181804512169078,!
5.183851366350689,2.807354922057604,1,2.807354922057604,-12.181804512169078,!
5.384100530078022,3.0,1,3.0,-12.181804512169078,!
1.8863579502054204,1.0,1,1.0,-13.78868683435079,%
2.527005647270448,1.584962500721156,1,1.584962500721156,-13.78868683435079,%
3.798006686342694,2.0,1,2.0,-13.78868683435079,%
4.353557709722075,2.321928094887362,1,2.321928094887362,-13.78868683435079,%
4.4089245671913835,2.584962500721156,1,2.584962500721156,-13.78868683435079,%
2.4721338291681887,1.0,1,1.0,-8.541076396741643,<
3.749778456628359,1.584962500721156,1,1.584962500721156,-8.541076396741643,<
4.300865283968841,2.0,1,2.0,-8.541076396741643,<
